geoid,name,B05002001,"B05002001, Error",B05002002,"B05002002, Error",B05002003,"B05002003, Error",B05002004,"B05002004, Error",B05002005,"B05002005, Error",B05002006,"B05002006, Error",B05002007,"B05002007, Error",B05002008,"B05002008, Error",B05002009,"B05002009, Error",B05002010,"B05002010, Error",B05002011,"B05002011, Error",B05002012,"B05002012, Error",B05002013,"B05002013, Error",B05002014,"B05002014, Error",B05002015,"B05002015, Error",B05002016,"B05002016, Error",B05002017,"B05002017, Error",B05002018,"B05002018, Error",B05002019,"B05002019, Error",B05002020,"B05002020, Error",B05002021,"B05002021, Error",B05002022,"B05002022, Error",B05002023,"B05002023, Error",B05002024,"B05002024, Error",B05002025,"B05002025, Error",B05002026,"B05002026, Error",B05002027,"B05002027, Error"
16000US0660970,"Rio Oso, CA",406,119,341,97,277,90,64,19,18,11,4,4,19,15,23,11,0,12,0,12,0,12,0,12,65,38,47,27,13,16,25,16,0,12,0,12,9,14,0,12,18,15,0,12,7,8,0,12,0,12,11,13,0,12
16000US0660984,"Rio Vista, CA",8618,30,7739,181,4700,359,2890,327,551,157,1017,274,728,193,594,204,149,79,14,22,0,17,135,76,879,182,649,178,159,81,175,115,22,36,80,116,198,113,15,25,230,133,14,23,152,112,0,17,0,17,28,43,36,42
16000US0661012,"Ripley, CA",408,166,253,143,213,124,25,49,0,12,0,12,15,28,10,21,15,23,0,12,0,12,15,23,155,79,62,51,0,12,0,12,0,12,0,12,62,51,0,12,93,61,0,12,0,12,0,12,0,12,93,61,0,12
16000US0661026,"Ripon, CA",15367,32,13525,594,11004,569,2414,367,403,152,813,214,425,154,773,179,107,104,0,19,0,19,107,104,1842,591,659,210,183,89,152,97,0,19,0,19,324,164,0,19,1183,547,11,17,96,83,26,38,16,24,979,551,55,45
16000US0661068,"Riverbank, CA",24237,37,17717,633,15136,732,2308,393,209,94,560,190,696,180,843,232,273,134,47,73,0,23,226,103,6520,631,2848,342,160,68,710,209,0,23,11,21,1951,325,16,26,3672,504,44,34,53,42,0,23,18,24,3549,515,8,12
16000US0661096,"Riverdale, CA",3625,729,2297,529,1978,488,280,135,122,103,62,64,69,45,27,24,39,52,0,12,0,12,39,52,1328,404,341,170,22,28,0,12,0,12,0,12,312,167,7,12,987,364,0,12,0,12,0,12,0,12,987,364,0,12
16000US0661106,"Riverdale Park, CA",1301,485,827,359,649,345,178,99,0,12,30,38,74,70,74,61,0,12,0,12,0,12,0,12,474,278,107,75,0,12,14,18,0,12,0,12,93,74,0,12,367,291,0,12,118,145,0,12,0,12,249,251,0,12
16000US0661124,"River Pines, CA",607,410,607,410,405,350,202,208,13,21,113,127,16,28,60,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0662000,"Riverside, CA",323935,138,250411,1887,203674,2183,42694,1447,7583,687,12736,816,13458,973,8917,553,4043,516,682,299,163,92,3198,474,73524,1901,34282,1392,1930,445,9565,787,583,195,187,112,21675,982,342,146,39242,1689,944,232,6462,935,433,232,182,121,30808,1493,413,202
16000US0662168,"Robbins, CA",321,96,183,60,136,52,47,30,0,12,12,15,21,24,14,14,0,12,0,12,0,12,0,12,138,61,77,43,0,12,0,12,0,12,0,12,71,43,6,9,61,43,0,12,0,12,0,12,0,12,61,43,0,12
16000US0662200,"Robinson Mill, CA",35,26,35,26,35,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0662364,"Rocklin, CA",63127,43,55570,697,41952,857,12707,758,2005,324,3496,374,2863,341,4343,526,911,192,100,75,87,69,724,166,7557,698,4754,468,1052,264,2426,345,209,112,22,24,878,225,167,139,2803,461,393,170,1479,376,20,23,65,48,726,242,120,76
16000US0662490,"Rodeo, CA",10411,488,7988,530,6744,488,1028,198,197,81,174,97,420,145,237,90,216,107,0,19,32,46,184,98,2423,441,1666,381,46,60,906,237,34,40,58,66,622,295,0,19,757,203,0,19,278,136,0,19,14,21,465,187,0,19
16000US0662496,"Rodriguez Camp, CA",87,57,45,49,45,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,33,0,12,0,12,0,12,0,12,42,33,0,12
16000US0662546,"Rohnert Park, CA",42694,38,35215,829,27507,916,7317,764,1838,315,1994,343,1445,260,2040,395,391,118,36,41,0,26,355,113,7479,831,3579,444,366,123,1190,257,75,71,67,80,1800,332,81,48,3900,758,220,135,599,221,76,72,0,26,2858,738,147,117
16000US0662602,"Rolling Hills, CA",1630,147,1372,138,873,108,473,62,166,43,180,40,54,20,73,26,26,16,8,7,0,12,18,12,258,51,225,50,36,18,160,42,4,7,6,8,19,24,0,12,33,18,6,6,27,17,0,12,0,12,0,12,0,12
16000US0662625,"Rolling Hills, CA",896,229,857,228,619,210,238,94,41,36,69,49,123,61,5,9,0,12,0,12,0,12,0,12,39,36,39,36,0,12,31,32,0,12,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0662644,"Rolling Hills Estates, CA",8187,41,6117,202,3847,263,2130,218,763,180,699,124,411,152,257,68,140,55,0,17,7,10,133,57,2070,197,1428,176,164,71,1089,161,7,10,0,17,153,92,15,17,642,156,102,57,426,129,0,17,5,7,94,62,15,23
16000US0662700,"Rollingwood, CA",3110,376,1854,290,1572,261,197,105,39,50,59,42,40,45,59,70,85,60,0,12,0,12,85,60,1256,224,749,176,9,14,200,149,0,12,28,41,512,117,0,12,507,169,14,22,47,61,0,12,31,35,415,146,0,12
16000US0662756,"Romoland, CA",2227,679,1587,436,1299,414,266,103,63,54,97,62,89,65,17,19,22,33,0,12,0,12,22,33,640,370,290,243,0,12,0,12,0,12,0,12,290,243,0,12,350,205,0,12,0,12,0,12,0,12,350,205,0,12
16000US0662826,"Rosamond, CA",20028,1193,17675,1219,12718,1141,4475,644,756,195,1317,298,1218,294,1184,473,482,192,110,135,12,17,360,158,2353,429,1358,338,129,76,305,161,80,86,0,23,844,311,0,23,995,347,46,73,114,130,0,23,0,23,827,296,8,12
16000US0662854,"Rosedale, CA",16737,1083,15678,1063,13049,962,2453,412,330,115,916,279,629,177,578,213,176,111,58,68,40,53,78,83,1059,410,493,204,50,33,176,117,16,25,0,19,251,151,0,19,566,338,16,25,42,36,0,19,0,19,487,336,21,33
16000US0662860,"Rose Hills, CA",2612,268,2172,274,1832,264,285,107,32,30,117,74,68,46,68,53,55,44,0,12,0,12,55,44,440,99,339,93,12,18,169,80,0,12,0,12,158,63,0,12,101,71,0,12,46,55,0,12,0,12,55,45,0,12
16000US0662896,"Rosemead, CA",54417,66,23969,935,21957,869,1423,292,231,66,373,148,374,151,445,161,589,170,27,26,9,11,553,168,30448,932,19653,834,108,68,16787,705,18,22,4,6,2736,409,0,29,10795,945,53,38,7017,669,12,19,13,19,3696,674,4,7
16000US0662910,"Rosemont, CA",23617,788,19562,855,15044,807,3992,487,590,171,1062,179,1118,239,1222,290,526,141,10,15,57,53,459,131,4055,509,2643,388,513,190,1429,249,119,102,52,52,480,200,50,42,1412,332,230,139,439,172,74,51,25,46,633,184,11,18
16000US0662938,"Roseville, CA",133049,69,115372,1121,83886,1567,29644,1438,5334,522,8806,639,6527,566,8977,818,1842,304,147,85,101,56,1594,286,17677,1128,11715,845,2348,474,6926,557,301,125,111,80,1596,370,433,153,5962,721,924,322,2808,434,82,65,51,43,1907,491,180,112
16000US0662980,"Ross, CA",2309,238,2116,236,1166,170,945,137,376,94,331,77,150,53,88,33,5,6,0,12,5,6,0,12,193,74,136,49,43,30,29,20,7,11,8,12,12,17,37,28,57,58,53,57,0,12,0,12,0,12,4,8,0,12
16000US0663050,"Rossmoor, CA",11160,492,9962,467,7576,474,2244,250,677,105,914,151,244,71,409,124,142,111,0,19,32,38,110,102,1198,259,862,194,178,70,559,165,10,16,0,19,86,55,29,26,336,130,64,55,173,86,0,19,29,46,70,66,0,19
16000US0663106,"Rough and Ready, CA",828,372,728,304,421,288,289,166,54,86,71,61,79,102,85,109,18,29,0,12,0,12,18,29,100,97,44,48,17,27,0,12,0,12,0,12,27,40,0,12,56,87,0,12,0,12,0,12,0,12,56,87,0,12
16000US0663134,"Round Mountain, CA",112,49,112,49,71,43,41,20,3,5,13,12,13,12,12,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0663148,"Round Valley, CA",533,111,467,115,365,100,89,42,12,9,24,22,4,6,49,33,13,22,0,12,0,12,13,22,66,42,13,15,3,5,0,12,0,12,0,12,10,13,0,12,53,36,2,5,0,12,0,12,6,10,45,35,0,12
16000US0663168,"Rouse, CA",2420,545,1630,397,1281,344,333,164,130,115,135,123,38,41,30,33,16,23,0,12,0,12,16,23,790,233,130,64,0,12,82,47,0,12,0,12,48,46,0,12,660,226,0,12,25,35,0,12,0,12,635,224,0,12
16000US0663218,"Rowland Heights, CA",50602,1097,22764,904,19620,931,2794,314,490,115,1007,181,639,158,658,196,350,119,0,29,36,40,314,111,27838,1058,16844,773,129,65,14592,735,67,47,17,27,2012,239,27,22,10994,982,63,41,8757,866,7,9,0,29,2154,452,13,17
16000US0663316,"Running Springs, CA",4296,623,4108,619,2933,543,1130,236,286,126,391,156,211,110,242,86,45,36,5,7,22,25,18,22,188,73,121,61,38,39,65,53,0,12,0,12,18,20,0,12,67,46,34,41,4,7,0,12,0,12,29,32,0,12
16000US0663386,"Ruth, CA",145,64,131,68,117,66,14,12,0,12,6,5,4,7,4,7,0,12,0,12,0,12,0,12,14,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,26,0,12,0,12,0,12,0,12,14,26,0,12
16000US0663400,"Rutherford, CA",72,46,56,43,17,15,39,34,26,31,0,12,6,8,7,9,0,12,0,12,0,12,0,12,16,25,16,25,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0664000,"Sacramento, CA",495011,121,383039,3276,295546,3469,80169,1837,12758,938,21365,1015,26562,1240,19484,1073,7324,742,426,167,718,251,6180,734,111972,3248,61257,2004,4902,642,35393,1460,1244,280,3494,534,15803,1029,413,155,50715,2582,2645,664,17768,1452,1292,366,2852,615,25705,1812,453,173
16000US0664140,"St. Helena, CA",6079,26,4790,169,3212,186,1551,188,497,117,442,127,256,84,356,94,27,25,0,17,0,17,27,25,1289,171,473,106,97,48,49,39,0,17,0,17,285,90,42,34,816,170,59,44,21,19,17,27,6,10,707,170,6,10
16000US0664210,"Salida, CA",14658,1350,11256,1313,9360,1306,1756,490,135,92,418,144,392,371,811,308,140,133,53,85,0,19,87,102,3402,895,1260,352,210,133,306,109,0,19,69,76,675,300,0,19,2142,859,0,19,157,121,0,19,75,82,1910,862,0,19
16000US0664224,"Salinas, CA",156550,84,97297,1738,85387,1627,10251,665,1494,317,2238,353,3675,431,2844,408,1659,385,126,76,37,30,1496,366,59253,1735,13444,884,464,161,3612,444,131,75,0,29,9139,853,98,83,45809,1802,205,95,1805,379,26,42,62,63,43678,1840,33,47
16000US0664252,"Salmon Creek, CA",20,30,20,30,0,12,20,30,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0664294,"Salton City, CA",5611,854,4140,837,3090,765,804,268,50,40,153,90,207,144,394,206,246,167,0,17,0,17,246,167,1471,342,423,145,15,25,18,28,0,17,0,17,390,142,0,17,1048,332,13,20,0,17,0,17,0,17,1035,333,0,17
16000US0664308,"Salton Sea Beach, CA",355,240,334,235,203,150,131,130,1,2,64,59,11,17,55,73,0,12,0,12,0,12,0,12,21,33,9,15,0,12,0,12,0,12,0,12,9,15,0,12,12,19,0,12,0,12,0,12,0,12,12,19,0,12
16000US0664392,"Samoa, CA",284,124,284,124,210,94,74,42,5,6,23,21,20,20,26,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0664420,"San Andreas, CA",3085,699,2906,684,2533,674,360,121,51,41,85,67,118,61,106,79,13,22,13,22,0,12,0,12,179,166,33,48,0,12,28,46,0,12,0,12,5,10,0,12,146,152,109,148,31,37,0,12,0,12,6,12,0,12
16000US0664434,"San Anselmo, CA",12567,23,11650,228,7434,385,4080,375,1515,348,1432,275,622,134,511,148,136,67,0,19,0,19,136,67,917,225,729,209,344,123,216,98,103,97,0,19,37,38,29,31,188,103,96,65,11,16,0,19,0,19,47,67,34,40
16000US0664462,"San Antonio Heights, CA",3034,318,2529,308,1947,325,582,186,120,70,283,120,100,60,79,52,0,12,0,12,0,12,0,12,505,116,382,78,14,15,307,57,0,12,0,12,55,50,6,10,123,78,33,31,59,51,0,12,0,12,31,36,0,12
16000US0664476,"San Ardo, CA",554,212,367,158,333,159,34,26,0,12,9,14,25,21,0,12,0,12,0,12,0,12,0,12,187,76,10,10,3,4,7,9,0,12,0,12,0,12,0,12,177,75,0,12,0,12,0,12,0,12,177,75,0,12
16000US0665000,"San Bernardino, CA",215182,89,165287,1769,139904,1664,22952,1148,3573,451,6014,652,8466,676,4899,565,2431,407,295,101,302,206,1834,320,49895,1761,18465,1039,480,123,3533,450,527,234,12,31,13861,905,52,39,31430,1501,263,98,2947,566,282,144,19,32,27825,1513,94,73
16000US0665028,"San Bruno, CA",43114,48,27162,746,21935,677,4195,477,1203,203,1107,216,957,243,928,187,1032,289,73,88,59,56,900,268,15952,749,10487,796,958,216,5758,700,62,49,757,313,2857,544,95,117,5465,669,474,157,2701,421,66,59,90,65,2048,477,86,57
16000US0665042,"San Buenaventura (Ventura), CA",110234,73,93480,1309,69663,1448,22204,1061,5170,495,6899,532,5252,586,4883,453,1613,411,18,14,17,28,1578,407,16754,1312,8471,757,795,191,2349,377,92,58,155,75,4827,635,253,89,8283,1252,510,176,990,290,229,234,68,55,6289,1202,197,96
16000US0665070,"San Carlos, CA",30080,76,24158,456,16197,489,7487,480,2481,305,2303,247,1453,225,1250,220,474,128,21,22,29,51,424,119,5922,454,3618,396,1036,209,2032,308,26,27,188,208,283,89,53,32,2304,284,523,126,1086,206,8,14,111,63,453,160,123,49
16000US0665084,"San Clemente, CA",65045,78,56800,746,36992,1165,18945,1002,4578,567,6833,562,3921,589,3613,563,863,223,0,29,117,98,746,198,8245,728,4737,627,1169,350,1587,426,277,173,0,29,1505,484,199,107,3508,718,533,170,599,250,41,36,45,43,2117,585,173,92
16000US0665112,"Sand City, CA",318,85,270,67,180,55,89,27,13,8,22,11,39,18,15,9,1,3,0,12,0,12,1,3,48,34,6,6,2,3,2,3,0,12,0,12,0,12,2,5,42,35,1,3,0,12,0,12,0,12,41,35,0,12
16000US0666000,"San Diego, CA",1401932,112,1033556,5066,639586,4996,364015,4321,88115,2474,108916,2806,100050,2444,66934,2187,29955,1409,2437,389,2905,467,24613,1168,368376,5048,195352,3612,17401,1131,104911,2470,7658,776,711,246,60774,2091,3897,479,173024,4488,13621,1269,62923,2702,4580,793,1043,263,88350,2894,2507,424
16000US0666004,"San Diego Country Estates, CA",10381,598,9877,588,6021,564,3695,337,854,195,1128,211,1035,231,678,177,161,107,12,20,0,19,149,105,504,133,305,98,66,50,92,50,40,48,9,15,88,68,10,15,199,106,56,62,35,40,0,19,9,15,65,63,34,39
16000US0666070,"San Dimas, CA",34239,47,27585,775,21715,861,5531,515,1519,320,1756,271,1087,311,1169,276,339,165,81,56,0,26,258,142,6654,771,4598,522,151,74,2429,318,304,229,11,17,1636,374,67,42,2056,636,89,71,1562,549,62,58,15,25,297,131,31,44
16000US0666140,"San Fernando, CA",24585,24,15597,587,14275,551,1012,274,251,150,156,73,435,203,170,97,310,178,30,26,55,92,225,168,8988,588,3887,367,8,12,207,117,0,23,0,23,3647,373,25,23,5101,537,65,64,52,54,0,23,0,23,4984,531,0,23
16000US0667000,"San Francisco, CA",870044,0,570385,3316,343788,3791,207847,3418,66574,1862,55105,1664,54499,1980,31669,1258,18750,1081,895,220,689,197,17166,1061,299659,3316,187928,3064,21058,1042,138474,2203,2441,447,1107,280,23110,1256,1738,289,111731,3452,17401,1102,55686,2255,2110,530,1862,378,30790,1929,3882,445
16000US0667042,"San Gabriel, CA",40242,44,18198,761,15887,732,1878,248,457,138,664,149,410,124,347,107,433,189,58,52,24,32,351,174,22044,762,12535,798,107,64,10792,714,10,16,67,96,1535,299,24,27,9509,847,89,64,7765,853,63,72,0,26,1542,340,50,49
16000US0667056,"Sanger, CA",24978,28,18992,755,16265,749,2622,544,215,101,326,117,1581,452,500,165,105,150,0,23,0,23,105,150,5986,762,2250,376,2,7,283,130,0,23,0,23,1943,353,22,29,3736,803,15,25,86,84,0,23,0,23,3635,797,0,23
16000US0667070,"San Geronimo, CA",466,283,416,282,205,222,200,134,84,70,50,50,45,44,21,33,11,17,0,12,0,12,11,17,50,57,21,34,15,25,0,12,0,12,0,12,6,9,0,12,29,46,29,46,0,12,0,12,0,12,0,12,0,12
16000US0667112,"San Jacinto, CA",47474,49,37352,852,30610,1012,6088,808,1321,411,1528,322,1995,412,1244,272,654,240,43,39,15,25,596,223,10122,852,5212,552,267,125,1042,248,106,95,0,26,3774,454,23,33,4910,709,70,47,302,125,30,45,0,26,4483,683,25,26
16000US0667126,"San Joaquin, CA",4021,17,2105,177,1900,195,102,66,40,48,0,12,24,18,38,35,103,74,0,12,0,12,103,74,1916,176,306,133,0,12,6,9,0,12,0,12,300,135,0,12,1610,181,0,12,7,10,0,12,0,12,1603,181,0,12
16000US0668000,"San Jose, CA",1026658,135,621465,3856,482728,3884,122073,2397,28614,1049,36147,1429,29701,1339,27611,1232,16664,1099,1110,306,1321,406,14233,1005,405193,3881,228234,3142,13133,785,168114,2325,5067,657,946,244,39191,1934,1783,314,176959,3469,8251,669,89060,2477,2575,496,708,229,74386,2545,1979,326
16000US0668014,"San Juan Bautista, CA",2106,431,1937,397,1689,380,224,89,59,44,43,32,81,59,41,32,24,27,0,12,0,12,24,27,169,93,81,43,15,13,20,21,0,12,0,12,46,37,0,12,88,66,20,27,16,19,0,12,0,12,52,47,0,12
16000US0668028,"San Juan Capistrano, CA",35952,47,28528,786,20462,864,7859,722,2358,357,2638,411,1419,306,1444,369,207,127,0,26,25,42,182,120,7424,796,3234,477,466,190,818,247,19,32,30,46,1653,298,248,131,4190,690,197,95,100,105,0,26,0,26,3752,682,141,103
16000US0668084,"San Leandro, CA",90103,59,57448,1308,46501,1302,9831,657,1697,273,2757,383,3422,441,1955,331,1116,245,59,44,185,95,872,209,32655,1306,19988,927,1335,284,14944,813,405,206,97,54,3066,454,141,91,12667,1135,508,168,6278,765,373,188,55,48,5374,798,79,69
16000US0668112,"San Lorenzo, CA",25388,852,17160,744,14532,799,2295,355,429,134,703,164,622,180,541,193,333,115,57,71,12,16,264,93,8228,638,5147,358,142,65,3192,302,23,35,55,50,1723,252,12,18,3081,547,150,127,1142,295,60,55,24,28,1696,489,9,14
16000US0668140,"San Lucas, CA",472,201,361,155,326,143,28,24,0,12,3,6,17,21,8,10,7,11,0,12,0,12,7,11,111,71,18,19,0,12,0,12,0,12,0,12,18,19,0,12,93,65,0,12,0,12,0,12,0,12,93,65,0,12
16000US0668154,"San Luis Obispo, CA",47160,59,42745,548,31318,823,10726,696,2335,338,3167,360,2143,331,3081,423,701,189,37,53,10,12,654,182,4415,542,2089,363,325,111,951,242,123,77,49,51,525,171,116,68,2326,469,195,82,327,133,7,15,26,29,1649,396,122,130
16000US0668196,"San Marcos, CA",94709,56,72131,1170,50924,1376,19864,1271,4809,585,5500,630,5098,689,4457,598,1343,302,96,77,164,121,1083,275,22578,1165,10536,852,770,242,4395,515,63,50,106,108,5059,718,143,88,12042,960,402,154,1535,416,9,15,37,42,9950,871,109,67
16000US0668224,"San Marino, CA",13285,30,7763,502,5821,452,1769,292,696,191,475,162,318,147,280,131,173,96,0,19,0,19,173,96,5522,502,4437,457,114,66,4030,438,0,19,27,43,266,212,0,19,1085,322,61,63,996,322,0,19,0,19,28,46,0,19
16000US0668238,"San Martin, CA",7010,643,5748,592,4716,548,961,196,196,74,357,110,224,77,184,86,71,66,0,17,14,27,57,60,1262,228,460,172,72,44,175,126,0,17,0,17,213,96,0,17,802,212,71,62,21,25,7,11,0,17,703,211,0,17
16000US0668252,"San Mateo, CA",104035,53,69787,1382,50539,1306,17372,732,4913,508,5159,463,3803,366,3497,501,1876,288,20,23,77,68,1779,280,34248,1375,16998,931,2781,362,9088,650,396,213,572,199,3955,536,206,78,17250,1359,1676,391,6522,683,96,60,494,178,7926,1245,536,175
16000US0668263,"San Miguel, CA",2993,389,2646,335,1777,281,770,144,181,75,318,108,172,85,99,52,99,94,0,12,0,12,99,94,347,166,314,165,68,73,174,117,10,17,43,40,0,12,19,29,33,31,14,20,7,13,0,12,0,12,1,4,11,17
16000US0668266,"San Miguel, CA",2807,728,1976,577,1765,584,211,135,11,14,95,76,93,74,12,14,0,12,0,12,0,12,0,12,831,364,175,108,12,19,19,19,0,12,0,12,143,105,1,5,656,345,2,5,1,4,0,12,0,12,653,346,0,12
16000US0668294,"San Pablo, CA",30839,116,16584,702,13997,654,2156,256,235,92,603,216,934,188,384,137,431,172,0,26,77,95,354,131,14255,701,4860,503,59,40,1855,357,70,66,83,77,2793,349,0,26,9395,725,47,42,1774,490,194,171,20,22,7360,650,0,26
16000US0668308,"San Pasqual, CA",1932,127,1370,144,898,133,444,91,89,40,154,64,116,51,85,64,28,21,6,8,8,12,14,16,562,107,456,87,61,37,260,60,28,27,0,12,107,59,0,12,106,48,15,16,54,29,8,12,0,12,29,33,0,12
16000US0668364,"San Rafael, CA",58939,37,42496,859,27539,1106,13852,800,4288,432,4204,486,2941,462,2419,387,1105,290,44,42,29,38,1032,278,16443,863,5179,463,1466,246,1798,281,262,91,0,29,1381,275,272,129,11264,862,869,231,1093,338,37,34,103,146,9124,758,38,35
16000US0668378,"San Ramon, CA",75384,74,48202,998,34940,1040,11942,863,3435,476,3918,466,2401,347,2188,347,1320,369,204,158,32,49,1084,338,27182,1000,16262,864,1304,363,13314,715,273,124,183,127,1007,253,181,99,10920,711,734,231,9322,705,130,90,111,77,496,206,127,71
16000US0668434,"San Simeon, CA",583,262,445,223,389,219,56,31,28,25,0,12,20,25,8,13,0,12,0,12,0,12,0,12,138,111,8,15,0,12,8,15,0,12,0,12,0,12,0,12,130,110,0,12,0,12,0,12,0,12,122,111,8,15
16000US0669000,"Santa Ana, CA",333499,102,185030,2462,164320,2183,17404,1010,3189,387,5479,533,5234,594,3502,365,3306,534,235,123,173,106,2898,518,148469,2471,55736,1646,660,182,22035,1016,252,123,98,65,32537,1252,154,61,92733,2308,494,184,7292,940,182,102,37,25,84620,2276,108,62
16000US0669070,"Santa Barbara, CA",91325,74,71019,1140,47887,1375,21973,1018,6124,583,6673,560,4606,615,4570,513,1159,314,126,138,34,44,999,240,20306,1143,7220,628,1337,270,1313,256,211,133,36,33,4111,470,212,94,13086,1011,1495,314,1267,358,116,86,71,51,10005,852,132,74
16000US0669084,"Santa Clara, CA",126209,63,72954,1668,52253,1380,18546,897,3818,413,5452,568,4658,560,4618,452,2155,391,186,174,93,91,1876,387,53255,1670,23398,1321,2617,437,17126,1108,878,323,98,61,2416,426,263,116,29857,1742,2179,392,22591,1409,786,291,55,52,3930,656,316,161
16000US0669088,"Santa Clarita, CA",209478,230,165919,1767,124955,1762,38532,1246,10919,601,12326,713,8875,690,6412,630,2432,334,359,159,137,138,1936,276,43559,1772,26431,1311,2118,383,12399,934,984,260,15,16,10546,880,369,103,17128,1227,1258,250,4214,492,331,131,33,35,10906,1055,386,132
16000US0669112,"Santa Cruz, CA",64273,36,55086,1037,40283,1055,13463,745,3918,395,3911,488,2731,360,2903,403,1340,281,50,55,63,68,1227,267,9187,1043,3377,418,751,205,1370,279,235,129,19,21,961,232,41,28,5810,973,714,180,1878,392,48,65,17,19,2947,816,206,84
16000US0669154,"Santa Fe Springs, CA",17791,33,12993,487,11755,525,1171,210,197,73,216,95,437,124,321,132,67,48,0,19,0,19,67,48,4798,486,3151,364,14,17,722,190,28,29,6,10,2374,351,7,11,1647,268,14,19,349,148,26,29,0,19,1258,250,0,19
16000US0669182,"Santa Margarita, CA",1252,555,1252,555,1127,584,125,106,48,75,62,77,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0669196,"Santa Maria, CA",105483,75,68861,1215,58661,1215,9267,817,1503,265,2689,397,2935,550,2140,297,933,282,23,24,66,80,844,266,36622,1218,9167,698,269,107,2232,348,1,3,0,29,6595,663,70,42,27455,1182,36,35,1311,327,13,18,0,29,26031,1201,64,42
16000US0670000,"Santa Monica, CA",92078,38,70501,1028,37118,1371,31740,1256,12361,800,8793,629,6866,725,3720,409,1643,350,86,57,27,32,1530,338,21577,1026,12650,785,3401,453,5145,599,757,252,107,65,2827,436,413,141,8927,844,2555,460,2764,670,277,130,291,127,2499,427,541,157
16000US0670028,"Santa Nella, CA",2508,488,1939,420,1497,375,399,334,19,31,49,40,51,46,280,322,43,44,0,12,0,12,43,44,569,196,133,71,0,12,36,36,0,12,0,12,97,62,0,12,436,177,0,12,48,58,0,12,0,12,388,163,0,12
16000US0670042,"Santa Paula, CA",30258,48,21650,702,19046,720,2392,342,313,104,704,165,883,229,492,163,212,84,23,28,0,26,189,82,8608,698,2674,359,90,58,92,68,0,26,0,26,2477,367,15,18,5934,611,15,17,160,212,0,26,29,29,5729,576,1,2
16000US0670098,"Santa Rosa, CA",181038,56,144761,1714,109144,2000,32989,1253,7801,657,10708,701,6449,705,8031,657,2628,492,91,74,113,107,2424,459,36277,1704,15100,965,1998,348,5191,514,447,216,334,164,6908,771,222,77,21177,1381,1176,290,2201,486,775,378,304,180,16446,1448,275,135
16000US0670130,"Santa Rosa Valley, CA",3180,357,2990,336,2019,315,926,171,302,93,373,104,128,66,123,62,45,45,0,12,0,12,45,45,190,85,154,72,59,39,78,57,0,12,0,12,0,12,17,17,36,41,25,31,0,12,0,12,0,12,0,12,11,18
16000US0670140,"Santa Susana, CA",1050,243,906,222,762,217,134,61,33,26,84,50,0,12,17,19,10,15,0,12,0,12,10,15,144,78,121,73,66,46,11,16,0,12,0,12,30,30,14,20,23,36,0,12,0,12,0,12,0,12,23,36,0,12
16000US0670154,"Santa Venetia, CA",4790,497,4053,536,2700,429,1289,334,339,128,463,186,253,189,234,133,64,70,0,12,0,12,64,70,737,244,404,174,120,87,71,75,38,60,102,108,73,78,0,12,333,153,93,75,136,115,49,56,3,7,32,48,20,33
16000US0670182,"Santa Ynez, CA",4401,526,3895,475,2952,567,912,225,279,115,281,98,127,73,225,111,31,31,0,12,1,3,30,30,506,243,153,97,130,94,18,28,0,12,0,12,2,5,3,5,353,224,154,137,103,136,15,24,0,12,64,93,17,25
16000US0670224,"Santee, CA",57615,69,51361,629,33829,934,16595,841,3631,427,6083,562,3395,354,3486,493,937,186,50,36,125,83,762,168,6254,617,4622,507,660,142,2107,404,184,109,25,39,1510,335,136,65,1632,355,175,85,536,188,117,119,24,29,725,227,55,35
16000US0670266,"Saranap, CA",6492,650,5607,645,3989,560,1547,260,349,180,616,167,365,166,217,99,71,65,16,24,23,38,32,46,885,300,376,161,79,62,201,109,27,42,13,20,20,32,36,55,509,264,152,118,303,219,0,17,14,25,1,2,39,47
